cell_id,latitude,longitude,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
C028,23.88171182831748,90.41992492305044,33.05000000000001,32.82800000000003,32.74454545454546,31.87714285714287,33.27428571428578,34.57800000000003,34.55363636363637,33.31363636363636,34.49153846153848,33.58272727272731,31.558333333333337
C029,23.88171182831748,90.42890807589164,32.38076923076926,32.21800000000002,31.798333333333346,30.976666666666688,32.737142857142885,33.78200000000004,33.97181818181821,32.786,34.05769230769232,32.7227272727273,31.023846153846193
C030,23.88171182831748,90.43789122873284,31.630000000000052,31.690000000000055,30.950000000000045,30.44428571428574,31.723846153846182,32.37888888888892,33.231818181818255,31.915999999999997,33.113333333333344,32.33545454545458,30.436000000000035
C031,23.88171182831748,90.44687438157403,31.114615384615433,30.988,30.248333333333335,30.036153846153866,30.99461538461543,31.726,31.49363636363637,31.187777777777796,32.56,31.404545454545485,30.095454545454572
C032,23.88171182831748,90.45585753441522,30.514285714285734,30.524000000000058,29.28333333333336,29.458571428571418,30.508461538461574,31.193636363636415,30.966363636363667,30.578888888888912,31.571538461538523,30.76636363636368,29.24333333333334
C033,23.88171182831748,90.46484068725641,30.09857142857146,29.860909090909104,29.035714285714278,28.958000000000027,29.960769230769245,30.697272727272775,30.660909090909115,30.065000000000055,31.485000000000014,30.271666666666704,28.978333333333353
C034,23.872728675476285,90.35704285316207,33.156666666666695,32.37600000000003,30.671818181818253,31.642727272727313,31.602857142857147,33.55222222222227,33.153333333333364,32.110000000000014,33.339230769230824,31.75333333333333,30.452000000000055
C035,23.872728675476285,90.36602600600327,33.83333333333337,32.786,31.51727272727277,32.97000000000003,32.099230769230815,34.00333333333333,33.923333333333346,32.652222222222235,34.2638461538462,32.45166666666671,31.075000000000045
C036,23.872728675476285,90.37500915884446,33.97833333333335,33.15833333333336,32.39200000000005,33.226,32.81857142857143,34.3944444444445,34.31666666666672,33.20111111111112,34.86538461538464,33.61909090909097,32.22000000000003
C037,23.872728675476285,90.38399231168566,33.68833333333333,33.83000000000004,32.467777777777826,33.620000000000005,33.73571428571432,34.696666666666715,34.67500000000001,34.147500000000036,34.88846153846157,33.97545454545457,32.42750000000001
